year,month,oilgas_emp,N,state
2005,10,103,"100","NEBRASKA"
2005,11,101,"100","NEBRASKA"
2005,12,104,"100","NEBRASKA"
2006,1,84,"93","NEBRASKA"
2006,2,85,"93","NEBRASKA"
2006,3,94,"93","NEBRASKA"
2006,4,91,"93","NEBRASKA"
2006,5,93,"93","NEBRASKA"
2006,6,93,"93","NEBRASKA"
2006,7,96,"93","NEBRASKA"
2006,8,93,"93","NEBRASKA"
2006,9,92,"93","NEBRASKA"
2006,10,97,"93","NEBRASKA"
2006,11,97,"93","NEBRASKA"
2006,12,95,"93","NEBRASKA"
2007,1,86,"93","NEBRASKA"
2007,2,94,"93","NEBRASKA"
2007,3,85,"93","NEBRASKA"
2007,4,95,"93","NEBRASKA"
2007,5,88,"93","NEBRASKA"
2007,6,98,"93","NEBRASKA"
2007,7,96,"93","NEBRASKA"
2007,8,99,"93","NEBRASKA"
2007,9,97,"93","NEBRASKA"
2007,10,96,"93","NEBRASKA"
2007,11,93,"93","NEBRASKA"
2007,12,91,"93","NEBRASKA"
2008,1,89,"93","NEBRASKA"
2008,2,88,"93","NEBRASKA"
2008,3,93,"93","NEBRASKA"
2008,4,91,"93","NEBRASKA"
2008,5,95,"93","NEBRASKA"
2008,6,95,"93","NEBRASKA"
2008,7,99,"93","NEBRASKA"
2008,8,93,"93","NEBRASKA"
2008,9,94,"93","NEBRASKA"
2008,10,96,"93","NEBRASKA"
2008,11,93,"93","NEBRASKA"
2008,12,94,"93","NEBRASKA"
2009,1,86,"89","NEBRASKA"
2009,2,96,"89","NEBRASKA"
2009,3,94,"89","NEBRASKA"
2009,4,93,"89","NEBRASKA"
2009,5,82,"89","NEBRASKA"
2009,6,87,"89","NEBRASKA"
2009,7,87,"89","NEBRASKA"
2009,8,89,"89","NEBRASKA"
2009,9,90,"89","NEBRASKA"
2009,10,85,"89","NEBRASKA"
2009,11,88,"89","NEBRASKA"
2009,12,85,"89","NEBRASKA"
2010,1,,"68","NEBRASKA"
2010,2,,"68","NEBRASKA"
2010,3,,"68","NEBRASKA"
2010,4,73,"68","NEBRASKA"
2010,5,75,"68","NEBRASKA"
2010,6,73,"68","NEBRASKA"
2010,7,64,"68","NEBRASKA"
2010,8,65,"68","NEBRASKA"
2010,9,63,"68","NEBRASKA"
2010,10,,"68","NEBRASKA"
2010,11,,"68","NEBRASKA"
2010,12,,"68","NEBRASKA"
2011,1,61,"61","NEBRASKA"
2011,2,63,"61","NEBRASKA"
2011,3,59,"61","NEBRASKA"
2011,4,61,"61","NEBRASKA"
2011,5,60,"61","NEBRASKA"
2011,6,58,"61","NEBRASKA"
2011,7,61,"61","NEBRASKA"
2011,8,63,"61","NEBRASKA"
2011,9,63,"61","NEBRASKA"
2011,10,62,"61","NEBRASKA"
2011,11,58,"61","NEBRASKA"
2011,12,60,"61","NEBRASKA"
2012,1,67,"68","NEBRASKA"
2012,2,66,"68","NEBRASKA"
2012,3,67,"68","NEBRASKA"
2012,4,62,"68","NEBRASKA"
2012,5,63,"68","NEBRASKA"
2012,6,63,"68","NEBRASKA"
2012,7,71,"68","NEBRASKA"
2012,8,72,"68","NEBRASKA"
2012,9,70,"68","NEBRASKA"
2012,10,72,"68","NEBRASKA"
2012,11,71,"68","NEBRASKA"
2012,12,68,"68","NEBRASKA"
2013,1,66,"","NEBRASKA"
2013,2,66,"","NEBRASKA"
2013,3,65,"","NEBRASKA"
2013,4,,"","NEBRASKA"
2013,5,,"","NEBRASKA"
2013,6,,"","NEBRASKA"
2013,7,,"","NEBRASKA"
2013,8,,"","NEBRASKA"
2013,9,,"","NEBRASKA"
2013,10,,"","NEBRASKA"
2013,11,,"","NEBRASKA"
2013,12,,"","NEBRASKA"
2003,1,15,"15","NEVADA"
2003,2,15,"15","NEVADA"
2003,3,17,"15","NEVADA"
2003,4,17,"15","NEVADA"
2003,5,15,"15","NEVADA"
2003,6,14,"15","NEVADA"
2003,7,15,"15","NEVADA"
2003,8,15,"15","NEVADA"
2003,9,16,"15","NEVADA"
2003,10,15,"15","NEVADA"
2003,11,15,"15","NEVADA"
2003,12,15,"15","NEVADA"
2004,1,21,"22","NEVADA"
2004,2,22,"22","NEVADA"
2004,3,23,"22","NEVADA"
2004,4,22,"22","NEVADA"
2004,5,21,"22","NEVADA"
2004,6,20,"22","NEVADA"
2004,7,21,"22","NEVADA"
2004,8,20,"22","NEVADA"
2004,9,23,"22","NEVADA"
2004,10,25,"22","NEVADA"
2004,11,24,"22","NEVADA"
2004,12,25,"22","NEVADA"
2005,1,22,"26","NEVADA"
2005,2,22,"26","NEVADA"
2005,3,25,"26","NEVADA"
2005,4,22,"26","NEVADA"
2005,5,21,"26","NEVADA"
2005,6,21,"26","NEVADA"
2005,7,24,"26","NEVADA"
2005,8,23,"26","NEVADA"
2005,9,29,"26","NEVADA"
2005,10,34,"26","NEVADA"
2005,11,32,"26","NEVADA"
2005,12,33,"26","NEVADA"
2006,1,22,"25","NEVADA"
2006,2,21,"25","NEVADA"
2006,3,25,"25","NEVADA"
2006,4,25,"25","NEVADA"
2006,5,23,"25","NEVADA"
2006,6,25,"25","NEVADA"
2006,7,24,"25","NEVADA"
2006,8,24,"25","NEVADA"
2006,9,25,"25","NEVADA"
2006,10,31,"25","NEVADA"
2006,11,30,"25","NEVADA"
2006,12,26,"25","NEVADA"
2007,1,22,"23","NEVADA"
2007,2,24,"23","NEVADA"
2007,3,26,"23","NEVADA"
2007,4,27,"23","NEVADA"
2007,5,19,"23","NEVADA"
2007,6,18,"23","NEVADA"
2007,7,22,"23","NEVADA"
2007,8,24,"23","NEVADA"
2007,9,21,"23","NEVADA"
2007,10,25,"23","NEVADA"
2007,11,27,"23","NEVADA"
2007,12,25,"23","NEVADA"
2008,1,26,"26","NEVADA"
2008,2,26,"26","NEVADA"
2008,3,26,"26","NEVADA"
2008,4,25,"26","NEVADA"
2008,5,25,"26","NEVADA"
2008,6,24,"26","NEVADA"
2008,7,29,"26","NEVADA"
2008,8,28,"26","NEVADA"
2008,9,27,"26","NEVADA"
2008,10,25,"26","NEVADA"
2008,11,27,"26","NEVADA"
2008,12,26,"26","NEVADA"
2009,1,23,"26","NEVADA"
2009,2,24,"26","NEVADA"
2009,3,25,"26","NEVADA"
2009,4,26,"26","NEVADA"
2009,5,26,"26","NEVADA"
2009,6,28,"26","NEVADA"
2009,7,28,"26","NEVADA"
2009,8,28,"26","NEVADA"
2009,9,28,"26","NEVADA"
2009,10,28,"26","NEVADA"
2009,11,24,"26","NEVADA"
2009,12,25,"26","NEVADA"
2010,1,27,"25","NEVADA"
2010,2,27,"25","NEVADA"
2010,3,23,"25","NEVADA"
2010,4,26,"25","NEVADA"
2010,5,26,"25","NEVADA"
2010,6,24,"25","NEVADA"
2010,7,25,"25","NEVADA"
2010,8,25,"25","NEVADA"
2010,9,25,"25","NEVADA"
2010,10,24,"25","NEVADA"
2010,11,24,"25","NEVADA"
2010,12,23,"25","NEVADA"
2011,1,25,"25","NEVADA"
2011,2,24,"25","NEVADA"
2011,3,24,"25","NEVADA"
2011,4,25,"25","NEVADA"
2011,5,24,"25","NEVADA"
2011,6,26,"25","NEVADA"
2011,7,24,"25","NEVADA"
2011,8,25,"25","NEVADA"
2011,9,25,"25","NEVADA"
2011,10,27,"25","NEVADA"
2011,11,26,"25","NEVADA"
2011,12,27,"25","NEVADA"
2012,1,26,"24","NEVADA"
2012,2,26,"24","NEVADA"
2012,3,25,"24","NEVADA"
2012,4,25,"24","NEVADA"
2012,5,25,"24","NEVADA"
2012,6,25,"24","NEVADA"
2012,7,24,"24","NEVADA"
2012,8,23,"24","NEVADA"
2012,9,23,"24","NEVADA"
2012,10,23,"24","NEVADA"
2012,11,22,"24","NEVADA"
2012,12,23,"24","NEVADA"
2013,1,22,"","NEVADA"
2013,2,22,"","NEVADA"
2013,3,23,"","NEVADA"
2013,4,,"","NEVADA"
2013,5,,"","NEVADA"
2013,6,,"","NEVADA"
2013,7,,"","NEVADA"
2013,8,,"","NEVADA"
2013,9,,"","NEVADA"
2013,10,,"","NEVADA"
2013,11,,"","NEVADA"
2013,12,,"","NEVADA"
2011,1,,"","NEW HAMPSHIRE"
2011,2,,"","NEW HAMPSHIRE"
2011,3,,"","NEW HAMPSHIRE"
2011,4,,"","NEW HAMPSHIRE"
2011,5,,"","NEW HAMPSHIRE"
2011,6,,"","NEW HAMPSHIRE"
2011,7,,"","NEW HAMPSHIRE"
2011,8,,"","NEW HAMPSHIRE"
2011,9,,"","NEW HAMPSHIRE"
2011,10,,"","NEW HAMPSHIRE"
2011,11,,"","NEW HAMPSHIRE"
2011,12,,"","NEW HAMPSHIRE"
2003,1,,"10","NEW JERSEY"
2003,2,,"10","NEW JERSEY"
2003,3,,"10","NEW JERSEY"
2003,4,11,"10","NEW JERSEY"
2003,5,11,"10","NEW JERSEY"
2003,6,10,"10","NEW JERSEY"
2003,7,9,"10","NEW JERSEY"
2003,8,9,"10","NEW JERSEY"
2003,9,10,"10","NEW JERSEY"
2003,10,,"10","NEW JERSEY"
2003,11,,"10","NEW JERSEY"
2003,12,,"10","NEW JERSEY"
2004,1,14,"20","NEW JERSEY"
2004,2,13,"20","NEW JERSEY"
2004,3,13,"20","NEW JERSEY"
2004,4,19,"20","NEW JERSEY"
2004,5,19,"20","NEW JERSEY"
2004,6,19,"20","NEW JERSEY"
2004,7,21,"20","NEW JERSEY"
2004,8,21,"20","NEW JERSEY"
2004,9,23,"20","NEW JERSEY"
2004,10,26,"20","NEW JERSEY"
2004,11,25,"20","NEW JERSEY"
2004,12,25,"20","NEW JERSEY"
2005,1,21,"22","NEW JERSEY"
2005,2,21,"22","NEW JERSEY"
2005,3,20,"22","NEW JERSEY"
2005,4,24,"22","NEW JERSEY"
2005,5,23,"22","NEW JERSEY"
2005,6,24,"22","NEW JERSEY"
2005,7,21,"22","NEW JERSEY"
2005,8,21,"22","NEW JERSEY"
2005,9,21,"22","NEW JERSEY"
2005,10,23,"22","NEW JERSEY"
2005,11,24,"22","NEW JERSEY"
2005,12,24,"22","NEW JERSEY"
2006,1,19,"17","NEW JERSEY"
2006,2,19,"17","NEW JERSEY"
2006,3,18,"17","NEW JERSEY"
2006,4,21,"17","NEW JERSEY"
2006,5,19,"17","NEW JERSEY"
2006,6,20,"17","NEW JERSEY"
2006,7,15,"17","NEW JERSEY"
2006,8,13,"17","NEW JERSEY"
2006,9,14,"17","NEW JERSEY"
2006,10,16,"17","NEW JERSEY"
2006,11,16,"17","NEW JERSEY"
2006,12,16,"17","NEW JERSEY"
2007,1,,"","NEW JERSEY"
2007,2,,"","NEW JERSEY"
2007,3,,"","NEW JERSEY"
2007,4,,"","NEW JERSEY"
2007,5,,"","NEW JERSEY"
2007,6,,"","NEW JERSEY"
2007,7,,"","NEW JERSEY"
2007,8,,"","NEW JERSEY"
2007,9,,"","NEW JERSEY"
2007,10,,"","NEW JERSEY"
2007,11,,"","NEW JERSEY"
2007,12,,"","NEW JERSEY"
2008,1,,"","NEW JERSEY"
2008,2,,"","NEW JERSEY"
2008,3,,"","NEW JERSEY"
2008,4,19,"","NEW JERSEY"
2008,5,19,"","NEW JERSEY"
2008,6,21,"","NEW JERSEY"
2008,7,,"","NEW JERSEY"
2008,8,,"","NEW JERSEY"
2008,9,,"","NEW JERSEY"
2008,10,,"","NEW JERSEY"
2008,11,,"","NEW JERSEY"
2008,12,,"","NEW JERSEY"
2009,1,41,"38","NEW JERSEY"
2009,2,42,"38","NEW JERSEY"
2009,3,41,"38","NEW JERSEY"
2009,4,37,"38","NEW JERSEY"
2009,5,36,"38","NEW JERSEY"
2009,6,33,"38","NEW JERSEY"
2009,7,38,"38","NEW JERSEY"
2009,8,34,"38","NEW JERSEY"
2009,9,39,"38","NEW JERSEY"
2009,10,35,"38","NEW JERSEY"
2009,11,40,"38","NEW JERSEY"
2009,12,39,"38","NEW JERSEY"
2010,1,,"31","NEW JERSEY"
2010,2,,"31","NEW JERSEY"
2010,3,,"31","NEW JERSEY"
2010,4,29,"31","NEW JERSEY"
2010,5,32,"31","NEW JERSEY"
2010,6,34,"31","NEW JERSEY"
2010,7,34,"31","NEW JERSEY"
2010,8,33,"31","NEW JERSEY"
2010,9,33,"31","NEW JERSEY"
2010,10,,"31","NEW JERSEY"
2010,11,,"31","NEW JERSEY"
2010,12,,"31","NEW JERSEY"
2011,1,33,"34","NEW JERSEY"
2011,2,30,"34","NEW JERSEY"
2011,3,33,"34","NEW JERSEY"
2011,4,32,"34","NEW JERSEY"
2011,5,33,"34","NEW JERSEY"
2011,6,35,"34","NEW JERSEY"
2011,7,35,"34","NEW JERSEY"
2011,8,38,"34","NEW JERSEY"
2011,9,35,"34","NEW JERSEY"
2011,10,33,"34","NEW JERSEY"
2011,11,34,"34","NEW JERSEY"
2011,12,36,"34","NEW JERSEY"
2012,1,36,"36","NEW JERSEY"
2012,2,37,"36","NEW JERSEY"
2012,3,38,"36","NEW JERSEY"
2012,4,38,"36","NEW JERSEY"
2012,5,39,"36","NEW JERSEY"
2012,6,40,"36","NEW JERSEY"
2012,7,33,"36","NEW JERSEY"
2012,8,33,"36","NEW JERSEY"
2012,9,34,"36","NEW JERSEY"
2012,10,35,"36","NEW JERSEY"
2012,11,35,"36","NEW JERSEY"
2012,12,38,"36","NEW JERSEY"
2013,1,32,"","NEW JERSEY"
2013,2,34,"","NEW JERSEY"
2013,3,39,"","NEW JERSEY"
2013,4,,"","NEW JERSEY"
2013,5,,"","NEW JERSEY"
2013,6,,"","NEW JERSEY"
2013,7,,"","NEW JERSEY"
2013,8,,"","NEW JERSEY"
2013,9,,"","NEW JERSEY"
2013,10,,"","NEW JERSEY"
2013,11,,"","NEW JERSEY"
2013,12,,"","NEW JERSEY"
2003,1,3059,"3074","NEW MEXICO"
2003,2,3026,"3074","NEW MEXICO"
2003,3,3019,"3074","NEW MEXICO"
2003,4,3039,"3074","NEW MEXICO"
2003,5,3040,"3074","NEW MEXICO"
2003,6,3108,"3074","NEW MEXICO"
2003,7,3115,"3074","NEW MEXICO"
2003,8,3111,"3074","NEW MEXICO"
2003,9,3101,"3074","NEW MEXICO"
2003,10,3084,"3074","NEW MEXICO"
2003,11,3082,"3074","NEW MEXICO"
2003,12,3105,"3074","NEW MEXICO"
2004,1,3046,"3156","NEW MEXICO"
2004,2,3025,"3156","NEW MEXICO"
2004,3,3017,"3156","NEW MEXICO"
2004,4,3082,"3156","NEW MEXICO"
2004,5,3109,"3156","NEW MEXICO"
2004,6,3159,"3156","NEW MEXICO"
2004,7,3199,"3156","NEW MEXICO"
2004,8,3195,"3156","NEW MEXICO"
2004,9,3184,"3156","NEW MEXICO"
2004,10,3264,"3156","NEW MEXICO"
2004,11,3270,"3156","NEW MEXICO"
2004,12,3318,"3156","NEW MEXICO"
2005,1,3336,"3428","NEW MEXICO"
2005,2,3319,"3428","NEW MEXICO"
2005,3,3371,"3428","NEW MEXICO"
2005,4,3372,"3428","NEW MEXICO"
2005,5,3402,"3428","NEW MEXICO"
2005,6,3447,"3428","NEW MEXICO"
2005,7,3481,"3428","NEW MEXICO"
2005,8,3446,"3428","NEW MEXICO"
2005,9,3440,"3428","NEW MEXICO"
2005,10,3466,"3428","NEW MEXICO"
2005,11,3499,"3428","NEW MEXICO"
2005,12,3558,"3428","NEW MEXICO"
2006,1,3430,"3579","NEW MEXICO"
2006,2,3432,"3579","NEW MEXICO"
2006,3,3444,"3579","NEW MEXICO"
2006,4,3451,"3579","NEW MEXICO"
2006,5,3509,"3579","NEW MEXICO"
2006,6,3596,"3579","NEW MEXICO"
2006,7,3640,"3579","NEW MEXICO"
2006,8,3693,"3579","NEW MEXICO"
2006,9,3640,"3579","NEW MEXICO"
2006,10,3682,"3579","NEW MEXICO"
2006,11,3696,"3579","NEW MEXICO"
2006,12,3733,"3579","NEW MEXICO"
2007,1,3761,"3864","NEW MEXICO"
2007,2,3714,"3864","NEW MEXICO"
2007,3,3689,"3864","NEW MEXICO"
2007,4,3744,"3864","NEW MEXICO"
2007,5,3792,"3864","NEW MEXICO"
2007,6,3880,"3864","NEW MEXICO"
2007,7,3909,"3864","NEW MEXICO"
2007,8,3961,"3864","NEW MEXICO"
2007,9,3884,"3864","NEW MEXICO"
2007,10,3991,"3864","NEW MEXICO"
2007,11,4006,"3864","NEW MEXICO"
2007,12,4040,"3864","NEW MEXICO"
2008,1,4000,"4311","NEW MEXICO"
2008,2,4075,"4311","NEW MEXICO"
2008,3,4099,"4311","NEW MEXICO"
2008,4,4174,"4311","NEW MEXICO"
2008,5,4256,"4311","NEW MEXICO"
2008,6,4356,"4311","NEW MEXICO"
2008,7,4375,"4311","NEW MEXICO"
2008,8,4477,"4311","NEW MEXICO"
2008,9,4504,"4311","NEW MEXICO"
2008,10,4560,"4311","NEW MEXICO"
2008,11,4466,"4311","NEW MEXICO"
2008,12,4395,"4311","NEW MEXICO"
2009,1,4252,"4181","NEW MEXICO"
2009,2,4152,"4181","NEW MEXICO"
2009,3,4209,"4181","NEW MEXICO"
2009,4,4179,"4181","NEW MEXICO"
2009,5,4134,"4181","NEW MEXICO"
2009,6,4164,"4181","NEW MEXICO"
2009,7,4208,"4181","NEW MEXICO"
2009,8,4233,"4181","NEW MEXICO"
2009,9,4169,"4181","NEW MEXICO"
2009,10,4134,"4181","NEW MEXICO"
2009,11,4148,"4181","NEW MEXICO"
2009,12,4190,"4181","NEW MEXICO"
2010,1,4372,"4503","NEW MEXICO"
2010,2,4387,"4503","NEW MEXICO"
2010,3,4389,"4503","NEW MEXICO"
2010,4,4454,"4503","NEW MEXICO"
2010,5,4509,"4503","NEW MEXICO"
2010,6,4597,"4503","NEW MEXICO"
2010,7,4617,"4503","NEW MEXICO"
2010,8,4584,"4503","NEW MEXICO"
2010,9,4540,"4503","NEW MEXICO"
2010,10,4544,"4503","NEW MEXICO"
2010,11,4515,"4503","NEW MEXICO"
2010,12,4532,"4503","NEW MEXICO"
2011,1,4636,"4795","NEW MEXICO"
2011,2,4629,"4795","NEW MEXICO"
2011,3,4650,"4795","NEW MEXICO"
2011,4,4708,"4795","NEW MEXICO"
2011,5,4764,"4795","NEW MEXICO"
2011,6,4839,"4795","NEW MEXICO"
2011,7,4878,"4795","NEW MEXICO"
2011,8,4883,"4795","NEW MEXICO"
2011,9,4828,"4795","NEW MEXICO"
2011,10,4856,"4795","NEW MEXICO"
2011,11,4867,"4795","NEW MEXICO"
2011,12,5005,"4795","NEW MEXICO"
2012,1,4914,"5036","NEW MEXICO"
2012,2,4912,"5036","NEW MEXICO"
2012,3,4916,"5036","NEW MEXICO"
2012,4,4944,"5036","NEW MEXICO"
2012,5,4998,"5036","NEW MEXICO"
2012,6,5104,"5036","NEW MEXICO"
2012,7,5170,"5036","NEW MEXICO"
2012,8,5110,"5036","NEW MEXICO"
2012,9,5056,"5036","NEW MEXICO"
2012,10,5118,"5036","NEW MEXICO"
2012,11,5091,"5036","NEW MEXICO"
2012,12,5095,"5036","NEW MEXICO"
2013,1,5122,"","NEW MEXICO"
2013,2,5078,"","NEW MEXICO"
2013,3,5153,"","NEW MEXICO"
2013,4,,"","NEW MEXICO"
2013,5,,"","NEW MEXICO"
2013,6,,"","NEW MEXICO"
2013,7,,"","NEW MEXICO"
2013,8,,"","NEW MEXICO"
2013,9,,"","NEW MEXICO"
2013,10,,"","NEW MEXICO"
2013,11,,"","NEW MEXICO"
2013,12,,"","NEW MEXICO"
2003,1,230,"196","NEW YORK"
2003,2,248,"196","NEW YORK"
2003,3,231,"196","NEW YORK"
2003,4,219,"196","NEW YORK"
2003,5,212,"196","NEW YORK"
2003,6,161,"196","NEW YORK"
2003,7,170,"196","NEW YORK"
2003,8,169,"196","NEW YORK"
2003,9,176,"196","NEW YORK"
2003,10,180,"196","NEW YORK"
2003,11,180,"196","NEW YORK"
2003,12,175,"196","NEW YORK"
2004,1,127,"136","NEW YORK"
2004,2,122,"136","NEW YORK"
2004,3,114,"136","NEW YORK"
2004,4,127,"136","NEW YORK"
2004,5,133,"136","NEW YORK"
2004,6,136,"136","NEW YORK"
2004,7,140,"136","NEW YORK"
2004,8,150,"136","NEW YORK"
2004,9,150,"136","NEW YORK"
2004,10,146,"136","NEW YORK"
2004,11,145,"136","NEW YORK"
2004,12,146,"136","NEW YORK"
2005,1,155,"163","NEW YORK"
2005,2,162,"163","NEW YORK"
2005,3,158,"163","NEW YORK"
2005,4,151,"163","NEW YORK"
2005,5,154,"163","NEW YORK"
2005,6,149,"163","NEW YORK"
2005,7,157,"163","NEW YORK"
2005,8,161,"163","NEW YORK"
2005,9,156,"163","NEW YORK"
2005,10,182,"163","NEW YORK"
2005,11,184,"163","NEW YORK"
2005,12,182,"163","NEW YORK"
2006,1,195,"236","NEW YORK"
2006,2,204,"236","NEW YORK"
2006,3,225,"236","NEW YORK"
2006,4,216,"236","NEW YORK"
2006,5,209,"236","NEW YORK"
2006,6,223,"236","NEW YORK"
2006,7,241,"236","NEW YORK"
2006,8,264,"236","NEW YORK"
2006,9,261,"236","NEW YORK"
2006,10,263,"236","NEW YORK"
2006,11,265,"236","NEW YORK"
2006,12,265,"236","NEW YORK"
2007,1,265,"276","NEW YORK"
2007,2,257,"276","NEW YORK"
2007,3,247,"276","NEW YORK"
2007,4,271,"276","NEW YORK"
2007,5,277,"276","NEW YORK"
2007,6,275,"276","NEW YORK"
2007,7,275,"276","NEW YORK"
2007,8,272,"276","NEW YORK"
2007,9,294,"276","NEW YORK"
2007,10,288,"276","NEW YORK"
2007,11,286,"276","NEW YORK"
2007,12,306,"276","NEW YORK"
2008,1,288,"339","NEW YORK"
2008,2,285,"339","NEW YORK"
2008,3,291,"339","NEW YORK"
2008,4,307,"339","NEW YORK"
2008,5,318,"339","NEW YORK"
2008,6,334,"339","NEW YORK"
2008,7,383,"339","NEW YORK"
2008,8,359,"339","NEW YORK"
2008,9,366,"339","NEW YORK"
2008,10,372,"339","NEW YORK"
2008,11,381,"339","NEW YORK"
2008,12,385,"339","NEW YORK"
2009,1,369,"362","NEW YORK"
2009,2,365,"362","NEW YORK"
2009,3,353,"362","NEW YORK"
2009,4,323,"362","NEW YORK"
2009,5,343,"362","NEW YORK"
2009,6,355,"362","NEW YORK"
2009,7,371,"362","NEW YORK"
2009,8,371,"362","NEW YORK"
2009,9,372,"362","NEW YORK"
2009,10,361,"362","NEW YORK"
2009,11,371,"362","NEW YORK"
2009,12,387,"362","NEW YORK"
2010,1,378,"448","NEW YORK"
2010,2,374,"448","NEW YORK"
2010,3,404,"448","NEW YORK"
2010,4,430,"448","NEW YORK"
2010,5,445,"448","NEW YORK"
2010,6,466,"448","NEW YORK"
2010,7,457,"448","NEW YORK"
2010,8,468,"448","NEW YORK"
2010,9,477,"448","NEW YORK"
2010,10,484,"448","NEW YORK"
2010,11,490,"448","NEW YORK"
2010,12,498,"448","NEW YORK"
2011,1,500,"579","NEW YORK"
2011,2,532,"579","NEW YORK"
2011,3,546,"579","NEW YORK"
2011,4,537,"579","NEW YORK"
2011,5,562,"579","NEW YORK"
2011,6,562,"579","NEW YORK"
2011,7,576,"579","NEW YORK"
2011,8,580,"579","NEW YORK"
2011,9,615,"579","NEW YORK"
2011,10,639,"579","NEW YORK"
2011,11,639,"579","NEW YORK"
2011,12,657,"579","NEW YORK"
2012,1,626,"634","NEW YORK"
2012,2,640,"634","NEW YORK"
2012,3,663,"634","NEW YORK"
2012,4,652,"634","NEW YORK"
2012,5,655,"634","NEW YORK"
2012,6,660,"634","NEW YORK"
2012,7,649,"634","NEW YORK"
2012,8,637,"634","NEW YORK"
2012,9,633,"634","NEW YORK"
2012,10,621,"634","NEW YORK"
2012,11,582,"634","NEW YORK"
2012,12,589,"634","NEW YORK"
2013,1,527,"","NEW YORK"
2013,2,520,"","NEW YORK"
2013,3,532,"","NEW YORK"
2013,4,,"","NEW YORK"
2013,5,,"","NEW YORK"
2013,6,,"","NEW YORK"
2013,7,,"","NEW YORK"
2013,8,,"","NEW YORK"
2013,9,,"","NEW YORK"
2013,10,,"","NEW YORK"
2013,11,,"","NEW YORK"
2013,12,,"","NEW YORK"
2003,1,,"","NORTH CAROLINA"
2003,2,,"","NORTH CAROLINA"
2003,3,,"","NORTH CAROLINA"
2003,4,,"","NORTH CAROLINA"
2003,5,,"","NORTH CAROLINA"
2003,6,,"","NORTH CAROLINA"
2003,7,,"","NORTH CAROLINA"
2003,8,,"","NORTH CAROLINA"
2003,9,,"","NORTH CAROLINA"
2003,10,,"","NORTH CAROLINA"
2003,11,,"","NORTH CAROLINA"
2003,12,,"","NORTH CAROLINA"
2006,1,,"","NORTH CAROLINA"
2006,2,,"","NORTH CAROLINA"
2006,3,,"","NORTH CAROLINA"
2006,4,,"","NORTH CAROLINA"
2006,5,,"","NORTH CAROLINA"
2006,6,,"","NORTH CAROLINA"
2006,7,,"","NORTH CAROLINA"
2006,8,,"","NORTH CAROLINA"
2006,9,,"","NORTH CAROLINA"
2006,10,,"","NORTH CAROLINA"
2006,11,,"","NORTH CAROLINA"
2006,12,,"","NORTH CAROLINA"
2007,1,,"","NORTH CAROLINA"
2007,2,,"","NORTH CAROLINA"
2007,3,,"","NORTH CAROLINA"
2007,4,,"","NORTH CAROLINA"
2007,5,,"","NORTH CAROLINA"
2007,6,,"","NORTH CAROLINA"
2007,7,,"","NORTH CAROLINA"
2007,8,,"","NORTH CAROLINA"
2007,9,,"","NORTH CAROLINA"
2007,10,,"","NORTH CAROLINA"
2007,11,,"","NORTH CAROLINA"
2007,12,,"","NORTH CAROLINA"
2008,1,,"","NORTH CAROLINA"
2008,2,,"","NORTH CAROLINA"
2008,3,,"","NORTH CAROLINA"
2008,4,,"","NORTH CAROLINA"
2008,5,,"","NORTH CAROLINA"
2008,6,,"","NORTH CAROLINA"
2008,7,,"","NORTH CAROLINA"
2008,8,,"","NORTH CAROLINA"
2008,9,,"","NORTH CAROLINA"
2008,10,,"","NORTH CAROLINA"
2008,11,,"","NORTH CAROLINA"
2008,12,,"","NORTH CAROLINA"
2009,1,7,"15","NORTH CAROLINA"
2009,2,14,"15","NORTH CAROLINA"
2009,3,14,"15","NORTH CAROLINA"
2009,4,14,"15","NORTH CAROLINA"
2009,5,14,"15","NORTH CAROLINA"
2009,6,8,"15","NORTH CAROLINA"
2009,7,18,"15","NORTH CAROLINA"
2009,8,19,"15","NORTH CAROLINA"
2009,9,18,"15","NORTH CAROLINA"
2009,10,16,"15","NORTH CAROLINA"
2009,11,17,"15","NORTH CAROLINA"
2009,12,17,"15","NORTH CAROLINA"
2010,1,18,"23","NORTH CAROLINA"
2010,2,19,"23","NORTH CAROLINA"
2010,3,20,"23","NORTH CAROLINA"
2010,4,21,"23","NORTH CAROLINA"
2010,5,23,"23","NORTH CAROLINA"
2010,6,23,"23","NORTH CAROLINA"
2010,7,23,"23","NORTH CAROLINA"
2010,8,24,"23","NORTH CAROLINA"
2010,9,26,"23","NORTH CAROLINA"
2010,10,23,"23","NORTH CAROLINA"
2010,11,25,"23","NORTH CAROLINA"
2010,12,25,"23","NORTH CAROLINA"
2011,1,15,"22","NORTH CAROLINA"
2011,2,17,"22","NORTH CAROLINA"
2011,3,17,"22","NORTH CAROLINA"
2011,4,17,"22","NORTH CAROLINA"
2011,5,18,"22","NORTH CAROLINA"
2011,6,20,"22","NORTH CAROLINA"
2011,7,,"22","NORTH CAROLINA"
2011,8,,"22","NORTH CAROLINA"
2011,9,,"22","NORTH CAROLINA"
2011,10,,"22","NORTH CAROLINA"
2011,11,,"22","NORTH CAROLINA"
2011,12,,"22","NORTH CAROLINA"
2012,1,34,"37","NORTH CAROLINA"
2012,2,34,"37","NORTH CAROLINA"
2012,3,35,"37","NORTH CAROLINA"
2012,4,36,"37","NORTH CAROLINA"
2012,5,38,"37","NORTH CAROLINA"
